02/17/22 09:09:29,844 [78060] INFO VT - PearDatabase ->ADODB disconnect
02/17/22 09:09:30,221 [78060] DEBUG user - Entering Users() method ...
02/17/22 09:09:30,221 [78060] DEBUG VT - Entering getColumnFields(Users) method ...
02/17/22 09:09:30,221 [78060] DEBUG VT - in getColumnFields Users
02/17/22 09:09:30,221 [78060] DEBUG VT - Prepared sql query being executed : SELECT tabid, fieldname, fieldid, fieldlabel, columnname, tablename, uitype, typeofdata, presence
		FROM vtiger_field
02/17/22 09:09:30,362 [78060] DEBUG VT - Exiting getColumnFields method ...
02/17/22 09:09:30,363 [78060] DEBUG user - Exiting Users() method ...
02/17/22 09:10:01,871 [77096] INFO VT - PearDatabase ->ADODB disconnect
02/17/22 09:10:02,563 [77096] DEBUG user - Entering Users() method ...
02/17/22 09:10:02,563 [77096] DEBUG VT - Entering getColumnFields(Users) method ...
02/17/22 09:10:02,563 [77096] DEBUG VT - in getColumnFields Users
02/17/22 09:10:02,563 [77096] DEBUG VT - Prepared sql query being executed : SELECT tabid, fieldname, fieldid, fieldlabel, columnname, tablename, uitype, typeofdata, presence
		FROM vtiger_field
02/17/22 09:10:02,694 [77096] DEBUG VT - Exiting getColumnFields method ...
02/17/22 09:10:02,694 [77096] DEBUG user - Exiting Users() method ...
02/17/22 09:10:02,711 [77096] DEBUG user - Entering Users() method ...
02/17/22 09:10:02,711 [77096] DEBUG VT - Entering getColumnFields(Users) method ...
02/17/22 09:10:02,711 [77096] DEBUG VT - in getColumnFields Users
02/17/22 09:10:02,712 [77096] DEBUG VT - Exiting getColumnFields method ...
02/17/22 09:10:02,712 [77096] DEBUG user - Exiting Users() method ...
02/17/22 09:10:02,712 [77096] DEBUG VT - Entering into retrieve_entity_info(1, Users) method.
02/17/22 09:10:02,712 [77096] DEBUG VT - Prepared sql query being executed : select * from vtiger_users where id=?
02/17/22 09:10:02,712 [77096] DEBUG VT - Prepared sql query parameters : [1]
02/17/22 09:10:02,716 [77096] DEBUG VT - Prepared sql query being executed : select * from vtiger_attachments where attachmentsid=?
02/17/22 09:10:02,716 [77096] DEBUG VT - Prepared sql query parameters : [1]
02/17/22 09:10:02,764 [77096] DEBUG VT - Prepared sql query being executed : select * from vtiger_user2role where userid=?
02/17/22 09:10:02,764 [77096] DEBUG VT - Prepared sql query parameters : [1]
02/17/22 09:10:02,765 [77096] DEBUG VT - Prepared sql query being executed : select * from vtiger_asteriskextensions where userid=?
02/17/22 09:10:02,765 [77096] DEBUG VT - Prepared sql query parameters : [1]
02/17/22 09:10:02,800 [77096] DEBUG VT - Prepared sql query being executed : select * from vtiger_user2department where userid=?
02/17/22 09:10:02,800 [77096] DEBUG VT - Prepared sql query parameters : [1]
02/17/22 09:10:02,801 [77096] DEBUG VT - Prepared sql query being executed : select * from vtiger_field where tabid=? and vtiger_field.presence in (0,2)
02/17/22 09:10:02,802 [77096] DEBUG VT - Prepared sql query parameters : [29]
02/17/22 09:10:02,811 [77096] DEBUG VT - Prepared sql query being executed : select * from vtiger_currency_info where id=? and currency_status='Active' and deleted=0
02/17/22 09:10:02,812 [77096] DEBUG VT - Prepared sql query parameters : [1]
02/17/22 09:10:02,839 [77096] DEBUG VT - Exit from retrieve_entity_info(1, Users) method.
02/17/22 09:10:02,839 [77096] DEBUG VT - Entering getCombinedUserGlobalPermissions(1) method ...
02/17/22 09:10:02,839 [77096] DEBUG VT - Entering getUserProfile(1) method ...
02/17/22 09:10:02,839 [77096] DEBUG VT - Entering fetchUserRole(1) method ...
02/17/22 09:10:02,839 [77096] DEBUG VT - Prepared sql query being executed : select roleid from vtiger_user2role where userid=?
02/17/22 09:10:02,839 [77096] DEBUG VT - Prepared sql query parameters : [1]
02/17/22 09:10:02,840 [77096] DEBUG VT - Exiting fetchUserRole method ...
02/17/22 09:10:02,840 [77096] DEBUG VT - Prepared sql query being executed : select profileid from vtiger_role2profile where roleid=?
02/17/22 09:10:02,840 [77096] DEBUG VT - Prepared sql query parameters : [H93]
02/17/22 09:10:02,888 [77096] DEBUG VT - Exiting getUserProfile method ...
02/17/22 09:10:02,888 [77096] DEBUG VT - Entering getProfileGlobalPermission(118) method ...
02/17/22 09:10:02,888 [77096] DEBUG VT - Prepared sql query being executed : select * from vtiger_profile2globalpermissions where profileid=?
02/17/22 09:10:02,888 [77096] DEBUG VT - Prepared sql query parameters : [118]
02/17/22 09:10:02,940 [77096] DEBUG VT - Exiting getProfileGlobalPermission method ...
02/17/22 09:10:02,940 [77096] DEBUG VT - Exiting getCombinedUserGlobalPermissions method ...
02/17/22 09:10:02,940 [77096] DEBUG VT - Entering getCombinedUserActionPermissions(1) method ...
02/17/22 09:10:02,940 [77096] DEBUG VT - Entering getUserProfile(1) method ...
02/17/22 09:10:02,940 [77096] DEBUG VT - Entering fetchUserRole(1) method ...
02/17/22 09:10:02,940 [77096] DEBUG VT - Prepared sql query being executed : select roleid from vtiger_user2role where userid=?
02/17/22 09:10:02,940 [77096] DEBUG VT - Prepared sql query parameters : [1]
02/17/22 09:10:02,941 [77096] DEBUG VT - Exiting fetchUserRole method ...
02/17/22 09:10:02,941 [77096] DEBUG VT - Prepared sql query being executed : select profileid from vtiger_role2profile where roleid=?
02/17/22 09:10:02,941 [77096] DEBUG VT - Prepared sql query parameters : [H93]
02/17/22 09:10:02,942 [77096] DEBUG VT - Exiting getUserProfile method ...
02/17/22 09:10:02,942 [77096] DEBUG VT - Entering getProfileAllActionPermission(118) method ...
02/17/22 09:10:02,942 [77096] DEBUG VT - Entering getProfileActionPermission(118) method ...
02/17/22 09:10:02,942 [77096] DEBUG VT - Prepared sql query being executed : select * from vtiger_profile2standardpermissions where profileid=?
02/17/22 09:10:02,942 [77096] DEBUG VT - Prepared sql query parameters : [118]
02/17/22 09:10:03,009 [77096] DEBUG VT - Exiting getProfileActionPermission method ...
02/17/22 09:10:03,009 [77096] DEBUG VT - Entering getTabsUtilityActionPermission(118) method ...
02/17/22 09:10:03,009 [77096] DEBUG VT - Prepared sql query being executed : select * from vtiger_profile2utility where profileid=? order by(tabid)
02/17/22 09:10:03,009 [77096] DEBUG VT - Prepared sql query parameters : [118]
02/17/22 09:10:03,139 [77096] DEBUG VT - Exiting getTabsUtilityActionPermission method ...
02/17/22 09:10:03,140 [77096] DEBUG VT - Exiting getProfileAllActionPermission method ...
02/17/22 09:10:03,140 [77096] DEBUG VT - Exiting getCombinedUserActionPermissions method ...
02/17/22 09:10:03,140 [77096] DEBUG VT - Entering getRoleInformation(H93) method ...
02/17/22 09:10:03,140 [77096] DEBUG VT - Prepared sql query being executed : select * from vtiger_role where roleid=?
02/17/22 09:10:03,140 [77096] DEBUG VT - Prepared sql query parameters : [H93]
02/17/22 09:10:03,142 [77096] DEBUG VT - Exiting getRoleInformation method ...
02/17/22 09:10:03,142 [77096] DEBUG VT - Entering getAllUserGroups(1) method...
02/17/22 09:10:03,142 [77096] DEBUG VT - Prepared sql query being executed : select * from vtiger_users2group where userid=?
02/17/22 09:10:03,142 [77096] DEBUG VT - Prepared sql query parameters : [1]
02/17/22 09:10:03,178 [77096] DEBUG VT - Entering fetchUserRole(1) method ...
02/17/22 09:10:03,178 [77096] DEBUG VT - Prepared sql query being executed : select roleid from vtiger_user2role where userid=?
02/17/22 09:10:03,178 [77096] DEBUG VT - Prepared sql query parameters : [1]
02/17/22 09:10:03,179 [77096] DEBUG VT - Exiting fetchUserRole method ...
02/17/22 09:10:03,179 [77096] DEBUG VT - Prepared sql query being executed : select * from vtiger_group2role where roleid=?
02/17/22 09:10:03,179 [77096] DEBUG VT - Prepared sql query parameters : [H93]
02/17/22 09:10:03,191 [77096] DEBUG VT - Entering getParentRole(H93) method ...
02/17/22 09:10:03,191 [77096] DEBUG VT - Entering getRoleInformation(H93) method ...
02/17/22 09:10:03,191 [77096] DEBUG VT - Prepared sql query being executed : select * from vtiger_role where roleid=?
02/17/22 09:10:03,191 [77096] DEBUG VT - Prepared sql query parameters : [H93]
02/17/22 09:10:03,192 [77096] DEBUG VT - Exiting getRoleInformation method ...
02/17/22 09:10:03,192 [77096] DEBUG VT - Exiting getParentRole method ...
02/17/22 09:10:03,193 [77096] DEBUG VT - Prepared sql query being executed : select * from vtiger_group2rs where roleandsubid in (?,?)
02/17/22 09:10:03,193 [77096] DEBUG VT - Prepared sql query parameters : [H1,H93]
02/17/22 09:10:03,217 [77096] DEBUG VT - Entering getAllParentGroups(2924) method...
02/17/22 09:10:03,217 [77096] DEBUG VT - Prepared sql query being executed : select groupid from vtiger_group2grouprel where containsgroupid=?
02/17/22 09:10:03,217 [77096] DEBUG VT - Prepared sql query parameters : [2924]
02/17/22 09:10:03,291 [77096] DEBUG VT - Exiting getAllParentGroups method...
02/17/22 09:10:03,291 [77096] DEBUG VT - Entering getAllParentGroups(3922) method...
02/17/22 09:10:03,291 [77096] DEBUG VT - Prepared sql query being executed : select groupid from vtiger_group2grouprel where containsgroupid=?
02/17/22 09:10:03,291 [77096] DEBUG VT - Prepared sql query parameters : [3922]
02/17/22 09:10:03,293 [77096] DEBUG VT - Exiting getAllParentGroups method...
02/17/22 09:10:03,293 [77096] DEBUG VT - Exiting getAllUserGroups method...
02/17/22 09:10:03,293 [77096] DEBUG VT - Entering getRoleSubordinates(H93) method ...
02/17/22 09:10:03,293 [77096] DEBUG VT - Entering getRoleInformation(H93) method ...
02/17/22 09:10:03,293 [77096] DEBUG VT - Prepared sql query being executed : select * from vtiger_role where roleid=?
02/17/22 09:10:03,293 [77096] DEBUG VT - Prepared sql query parameters : [H93]
02/17/22 09:10:03,294 [77096] DEBUG VT - Exiting getRoleInformation method ...
02/17/22 09:10:03,294 [77096] DEBUG VT - Prepared sql query being executed : select * from vtiger_role where parentrole like ? order by parentrole asc
02/17/22 09:10:03,294 [77096] DEBUG VT - Prepared sql query parameters : [H1::H93::%]
02/17/22 09:10:03,295 [77096] DEBUG VT - Exiting getRoleSubordinates method ...
02/17/22 09:10:03,295 [77096] DEBUG VT - Entering getSubordinateRoleAndUsers(H93) method ...
02/17/22 09:10:03,295 [77096] DEBUG VT - Entering getRoleSubordinates(H93) method ...
02/17/22 09:10:03,296 [77096] DEBUG VT - Exiting getRoleSubordinates method ...
02/17/22 09:10:03,296 [77096] DEBUG VT - Exiting getSubordinateRoleAndUsers method ...
02/17/22 09:10:03,296 [77096] DEBUG VT - Entering getDefaultSharingAction() method ...
02/17/22 09:10:03,296 [77096] DEBUG VT - Prepared sql query being executed : select * from vtiger_def_org_share where editstatus in(0,1)
02/17/22 09:10:03,326 [77096] DEBUG VT - Exiting getDefaultSharingAction method ...
02/17/22 09:10:03,327 [77096] DEBUG VT - Entering getParentRole(H93) method ...
02/17/22 09:10:03,327 [77096] DEBUG VT - Entering getRoleInformation(H93) method ...
02/17/22 09:10:03,327 [77096] DEBUG VT - Prepared sql query being executed : select * from vtiger_role where roleid=?
02/17/22 09:10:03,327 [77096] DEBUG VT - Prepared sql query parameters : [H93]
02/17/22 09:10:03,328 [77096] DEBUG VT - Exiting getRoleInformation method ...
